tierId,tradeId,asset,side,notionalUsd,leverage,marginUsd,entryDate,exitDate,holdDays,spotAtEntry,spotAtExit,worstAdverseSpot,perpReturnPct,perpMaxAdverseReturnPct,rvolEntry,hedgeable,K_long,K_short,spreadWidth,protectedNotionalUsd,hedgeCostUsd,feePctOfNotional,perpPnlUsd,perpLiquidatedUnhedged,hedgePayoutAtMaxDrawdownUsd,hedgePayoutAtExitUsd,totalUserFeeUsd,netUserPnlUsd,drawdownReductionUsd,drawdownReductionPctOfMargin,liquidationPrevented,atticusNetMargin
day_rate_14d,T0250,BTC,short,25000,5,5000,2026-02-03,2026-02-04,1,75661.49,72998,79123.75,3.52,-4.58,0.46,YES,77174.72,81714.41,4539.69,100000,1745.52,4.99,880.07,NO,2575.99,0,178.11,701.95,1144,22.88,NO,-27.61
single_premium_7d,T0251,BTC,long,10000,5,2000,2024-04-09,2024-04-10,1,69117.01,70634.04,67463.07,2.19,-2.39,0.73,YES,67734.67,63587.65,4147.02,25000,499.19,7.13,219.49,NO,98.24,0,132.44,87.05,98.24,4.91,NO,39.73
day_rate_14d,T0251,BTC,long,10000,5,2000,2024-04-09,2024-04-10,1,69117.01,70634.04,67463.07,2.19,-2.39,0.73,YES,67734.67,63587.65,4147.02,40000,923.05,6.59,219.49,NO,157.18,0,94.19,125.3,157.18,7.86,NO,-14.6
single_premium_7d,T0252,ETH,short,500,20,25,2024-07-20,2024-07-21,1,3519.06,3536.2,3547.57,-0.49,-0.81,0.51,YES,3589.44,3800.58,211.14,1250,19.2,5.49,-2.44,NO,0,0,5.09,-7.53,0,0,NO,1.53
day_rate_14d,T0252,ETH,short,500,20,25,2024-07-20,2024-07-21,1,3519.06,3536.2,3547.57,-0.49,-0.81,0.51,YES,3589.44,3800.58,211.14,2000,36.59,5.23,-2.44,NO,0,0,3.73,-6.17,0,0,NO,-0.58
single_premium_7d,T0253,ETH,short,5000,50,100,2025-11-03,2025-11-04,1,3602.88,3286.21,3914.06,8.79,-8.64,0.79,YES,3674.94,3891.11,216.17,12500,236.9,6.77,-100,YES,750,0,62.85,376.62,431.85,100,YES,18.86
day_rate_14d,T0253,ETH,short,5000,50,100,2025-11-03,2025-11-04,1,3602.88,3286.21,3914.06,8.79,-8.64,0.79,YES,3674.94,3891.11,216.17,20000,413.53,5.91,-100,YES,1200,0,42.2,397.27,431.85,100,YES,-6.54
single_premium_7d,T0254,ETH,short,1000,20,50,2025-01-16,2025-01-30,14,3307.73,3247.48,3527,1.82,-6.63,0.68,YES,3373.88,3572.35,198.46,2500,44.59,6.37,-50,YES,115.73,0,63.7,-45.49,66.29,100,YES,19.11
day_rate_14d,T0254,ETH,short,1000,20,50,2025-01-16,2025-01-30,14,3307.73,3247.48,3527,1.82,-6.63,0.68,YES,3373.88,3572.35,198.46,4000,79.95,5.71,-50,YES,185.16,0,114.22,-96.01,66.29,100,YES,34.27
single_premium_7d,T0255,BTC,long,500,20,25,2023-11-26,2023-12-26,30,37462.79,42515.53,36715.1,13.49,-2,0.46,YES,36713.53,34465.77,2247.77,1250,18.1,5.17,67.44,NO,0,0,25.86,41.58,0,0,NO,7.76
day_rate_14d,T0255,BTC,long,500,20,25,2023-11-26,2023-12-26,30,37462.79,42515.53,36715.1,13.49,-2,0.46,YES,36713.53,34465.77,2247.77,2000,36.72,5.25,67.44,NO,0,0,52.46,14.97,0,0,NO,15.74
single_premium_7d,T0256,ETH,short,5000,10,500,2025-06-02,2025-06-03,1,2609.29,2595.03,2657.74,0.55,-1.86,0.91,YES,2661.48,2818.03,156.56,12500,247.68,7.08,27.33,NO,0,0,65.71,-38.39,0,0,NO,19.71
day_rate_14d,T0256,ETH,short,5000,10,500,2025-06-02,2025-06-03,1,2609.29,2595.03,2657.74,0.55,-1.86,0.91,YES,2661.48,2818.03,156.56,20000,423.2,6.05,27.33,NO,0,0,43.18,-15.86,0,0,NO,-6.69
single_premium_7d,T0257,BTC,short,1000,3,333.3333333333333,2024-12-03,2024-12-04,1,95924.52,98746.24,99263.2,-2.94,-3.48,0.6,YES,97843.01,103598.48,5755.47,2500,42.15,6.02,-29.42,NO,37.01,23.54,11.18,-17.06,34.81,10.44,NO,3.36
day_rate_14d,T0257,BTC,short,1000,3,333.3333333333333,2024-12-03,2024-12-04,1,95924.52,98746.24,99263.2,-2.94,-3.48,0.6,YES,97843.01,103598.48,5755.47,4000,77.38,5.53,-29.42,NO,59.22,37.66,7.9,0.35,34.81,10.44,NO,-1.22
single_premium_7d,T0258,BTC,long,25000,3,8333.333333333334,2023-11-25,2023-11-28,3,37805.99,37838.26,36715.1,0.09,-2.89,0.47,YES,37049.87,34781.51,2268.36,62500,918.34,5.25,21.34,NO,553.43,0,599.73,-578.39,553.43,6.64,NO,179.92
day_rate_14d,T0258,BTC,long,25000,3,8333.333333333334,2023-11-25,2023-11-28,3,37805.99,37838.26,36715.1,0.09,-2.89,0.47,YES,37049.87,34781.51,2268.36,100000,1854.84,5.3,21.34,NO,885.5,0,567.81,-546.47,721.37,8.66,NO,97.47
single_premium_7d,T0259,BTC,short,500,20,25,2024-06-07,2024-06-08,1,69324.53,69304.05,71974.04,0.03,-3.82,0.48,YES,70711.02,74870.49,4159.47,1250,18.42,5.26,0.15,NO,22.77,0,4.89,-4.74,19.11,76.44,NO,1.47
day_rate_14d,T0259,BTC,short,500,20,25,2024-06-07,2024-06-08,1,69324.53,69304.05,71974.04,0.03,-3.82,0.48,YES,70711.02,74870.49,4159.47,2000,35.69,5.1,0.15,NO,36.44,0,3.64,-3.49,19.11,76.44,NO,-0.56
single_premium_7d,T0260,BTC,long,5000,50,100,2025-06-25,2025-06-28,3,107400.22,107352.2,105875,-0.04,-1.42,0.33,YES,105252.22,98808.2,6444.01,12500,127.44,3.64,-2.24,NO,0,0,83.23,-85.46,0,0,NO,24.97
day_rate_14d,T0260,BTC,long,5000,50,100,2025-06-25,2025-06-28,3,107400.22,107352.2,105875,-0.04,-1.42,0.33,YES,105252.22,98808.2,6444.01,20000,287.75,4.11,-2.24,NO,0,0,88.09,-90.32,0,0,NO,15.12
single_premium_7d,T0261,BTC,short,2500,3,833.3333333333334,2026-02-10,2026-02-13,3,68803.65,68812,70489.99,-0.01,-2.45,0.81,YES,70179.72,74307.94,4128.22,6250,119.64,6.84,-0.3,NO,28.18,0,78.13,-78.44,28.18,3.38,NO,23.44
day_rate_14d,T0261,BTC,short,2500,3,833.3333333333334,2026-02-10,2026-02-13,3,68803.65,68812,70489.99,-0.01,-2.45,0.81,YES,70179.72,74307.94,4128.22,10000,207.88,5.94,-0.3,NO,45.09,0,63.64,-63.94,45.09,5.41,NO,10.92
single_premium_7d,T0262,BTC,long,50000,20,2500,2023-12-20,2023-12-21,1,43674.77,43875.32,42184.48,0.46,-3.41,0.49,YES,42801.27,40180.79,2620.49,125000,1905.03,5.44,229.59,NO,1765.31,0,505.42,-275.82,1706.12,68.24,NO,151.62
day_rate_14d,T0262,BTC,long,50000,20,2500,2023-12-20,2023-12-21,1,43674.77,43875.32,42184.48,0.46,-3.41,0.49,YES,42801.27,40180.79,2620.49,200000,3805.65,5.44,229.59,NO,2824.49,0,388.33,-158.74,1706.12,68.24,NO,-60.19
single_premium_7d,T0263,BTC,short,5000,20,250,2025-10-30,2025-10-31,1,108308.18,109555.27,111629.2,-1.15,-3.07,0.44,YES,110474.34,116972.83,6498.49,12500,173,4.94,-57.57,NO,133.28,0,45.9,-103.47,133.28,53.31,NO,13.77
day_rate_14d,T0263,BTC,short,5000,20,250,2025-10-30,2025-10-31,1,108308.18,109555.27,111629.2,-1.15,-3.07,0.44,YES,110474.34,116972.83,6498.49,20000,343.36,4.91,-57.57,NO,213.25,0,35.04,-92.61,153.31,61.33,NO,-5.43
single_premium_7d,T0264,BTC,long,100000,50,2000,2025-07-22,2025-07-29,7,120026.42,117933.39,114750,-1.74,-4.4,0.28,YES,117625.89,110424.31,7201.59,250000,2071.28,2.96,-2000,YES,5990.12,0,2958.98,-4702.78,4396.05,100,YES,887.69
day_rate_14d,T0264,BTC,long,100000,50,2000,2025-07-22,2025-07-29,7,120026.42,117933.39,114750,-1.74,-4.4,0.28,YES,117625.89,110424.31,7201.59,400000,4977.55,3.56,-2000,YES,9584.2,0,3555.39,-5299.2,4396.05,100,YES,942.18
single_premium_7d,T0265,ETH,long,500,5,100,2024-05-31,2024-06-07,7,3758.44,3676.35,3575.23,-2.18,-4.87,0.74,YES,3683.27,3457.76,225.51,1250,25.3,7.23,-10.92,NO,35.93,2.3,36.14,-44.76,24.37,24.37,NO,10.73
day_rate_14d,T0265,ETH,long,500,5,100,2024-05-31,2024-06-07,7,3758.44,3676.35,3575.23,-2.18,-4.87,0.74,YES,3683.27,3457.76,225.51,2000,46.61,6.66,-10.92,NO,57.49,3.68,33.29,-40.53,24.37,24.37,NO,8.82
single_premium_7d,T0266,ETH,short,10000,5,2000,2025-01-15,2025-01-29,14,3451.58,3114.03,3527,9.78,-2.19,0.67,YES,3520.61,3727.71,207.09,25000,443,6.33,977.96,NO,46.27,0,632.85,345.11,46.27,2.31,NO,189.86
day_rate_14d,T0266,ETH,short,10000,5,2000,2025-01-15,2025-01-29,14,3451.58,3114.03,3527,9.78,-2.19,0.67,YES,3520.61,3727.71,207.09,40000,796.55,5.69,977.96,NO,74.03,0,1137.92,-159.96,74.03,3.7,NO,341.38
single_premium_7d,T0267,ETH,short,1000,20,50,2023-11-29,2023-12-02,3,2029.11,2165.76,2190.48,-6.73,-7.95,0.62,YES,2069.69,2191.44,121.75,2500,42.7,6.1,-50,YES,148.82,118.36,0,51.02,79.53,100,YES,-24.22
day_rate_14d,T0267,ETH,short,1000,20,50,2023-11-29,2023-12-02,3,2029.11,2165.76,2190.48,-6.73,-7.95,0.62,YES,2069.69,2191.44,121.75,4000,77.97,5.57,-50,YES,238.11,189.38,23.87,98.17,79.53,100,YES,-2.31
single_premium_7d,T0268,BTC,short,50000,5,10000,2024-08-07,2024-08-10,3,55148.1,60935.02,62755.24,-10.49,-13.79,0.55,YES,56251.06,59559.95,3308.89,125000,2000.28,5.72,-5246.71,NO,7500,7500,0,2253.29,6897.01,68.97,NO,-1232.26
day_rate_14d,T0268,BTC,short,50000,5,10000,2024-08-07,2024-08-10,3,55148.1,60935.02,62755.24,-10.49,-13.79,0.55,YES,56251.06,59559.95,3308.89,200000,3750.69,5.36,-5246.71,NO,12000,12000,1148.17,5605.12,6897.01,68.97,NO,-255.55
single_premium_7d,T0269,ETH,long,1000,10,100,2024-02-20,2024-02-21,1,3015.56,2968.37,2868.32,-1.56,-4.88,0.45,YES,2955.25,2774.32,180.93,2500,35.87,5.12,-15.65,NO,72.07,0,9.52,-25.17,48.83,48.83,NO,2.86
day_rate_14d,T0269,ETH,long,1000,10,100,2024-02-20,2024-02-21,1,3015.56,2968.37,2868.32,-1.56,-4.88,0.45,YES,2955.25,2774.32,180.93,4000,72.98,5.21,-15.65,NO,115.31,0,7.45,-23.1,48.83,48.83,NO,-1.15
single_premium_7d,T0270,BTC,short,1000,5,200,2024-11-24,2024-12-01,7,98028.18,97263.18,98999,0.78,-0.99,0.57,YES,99988.74,105870.43,5881.69,2500,40.89,5.84,7.8,NO,0,0,58.41,-50.61,0,0,NO,17.52
day_rate_14d,T0270,BTC,short,1000,5,200,2024-11-24,2024-12-01,7,98028.18,97263.18,98999,0.78,-0.99,0.57,YES,99988.74,105870.43,5881.69,4000,76,5.43,7.8,NO,0,0,54.29,-46.48,0,0,NO,14.39
single_premium_7d,T0271,BTC,long,5000,10,500,2024-03-02,2024-03-09,7,62045.78,68480,59224.68,10.37,-4.55,0.46,YES,60804.86,57082.12,3722.75,12500,181.57,5.19,518.51,NO,318.35,0,259.39,259.12,227.34,45.47,NO,77.82
day_rate_14d,T0271,BTC,long,5000,10,500,2024-03-02,2024-03-09,7,62045.78,68480,59224.68,10.37,-4.55,0.46,YES,60804.86,57082.12,3722.75,20000,368.01,5.26,518.51,NO,509.36,0,262.86,255.64,227.34,45.47,NO,69.66
single_premium_7d,T0272,ETH,short,1000,20,50,2024-11-01,2024-11-02,1,2510.27,2493.44,2585.26,0.67,-2.99,0.47,YES,2560.48,2711.09,150.62,2500,35.96,5.14,6.7,NO,24.68,0,9.54,-2.84,24.68,49.37,NO,2.86
day_rate_14d,T0272,ETH,short,1000,20,50,2024-11-01,2024-11-02,1,2510.27,2493.44,2585.26,0.67,-2.99,0.47,YES,2560.48,2711.09,150.62,4000,70.32,5.02,6.7,NO,39.49,0,7.18,-0.47,29.87,59.75,NO,-1.11
single_premium_7d,T0273,BTC,short,2500,3,833.3333333333334,2024-10-25,2024-10-28,3,66564.51,69924.5,70235.98,-5.05,-5.52,0.38,YES,67895.8,71889.67,3993.87,6250,76.75,4.39,-126.19,NO,219.73,190.48,0,64.29,137.89,16.55,NO,-42.42
day_rate_14d,T0273,BTC,short,2500,3,833.3333333333334,2024-10-25,2024-10-28,3,66564.51,69924.5,70235.98,-5.05,-5.52,0.38,YES,67895.8,71889.67,3993.87,10000,159.4,4.55,-126.19,NO,351.57,304.77,48.8,129.78,137.89,16.55,NO,-0.6
single_premium_7d,T0274,ETH,long,250000,10,25000,2025-02-17,2025-02-24,7,2744.1,2513.35,2471.74,-8.41,-9.93,0.58,YES,2689.22,2524.57,164.65,625000,10926.39,6.24,-21022.38,NO,37500,37500,15609.13,868.49,24813.24,99.25,NO,2807.74
day_rate_14d,T0274,ETH,long,250000,10,25000,2025-02-17,2025-02-24,7,2744.1,2513.35,2471.74,-8.41,-9.93,0.58,YES,2689.22,2524.57,164.65,1000000,20962.81,5.99,-21022.38,NO,60000,60000,14973.44,24004.19,24813.24,99.25,NO,1492.03
single_premium_7d,T0275,ETH,short,1000,20,50,2023-12-03,2023-12-17,14,2194.13,2194.75,2403.37,-0.03,-9.54,0.6,YES,2238.01,2369.66,131.65,2500,41.99,6,-50,YES,150,0,59.99,-60.27,95.36,100,YES,18
day_rate_14d,T0275,ETH,short,1000,20,50,2023-12-03,2023-12-17,14,2194.13,2194.75,2403.37,-0.03,-9.54,0.6,YES,2238.01,2369.66,131.65,4000,77.21,5.52,-50,YES,240,0,110.3,-110.58,95.36,100,YES,33.09
single_premium_7d,T0276,BTC,short,2500,10,250,2024-06-29,2024-07-02,3,60885.67,62040.22,63801.26,-1.9,-4.79,0.31,YES,62103.38,65756.52,3653.14,6250,61.43,3.51,-47.41,NO,174.29,0,40.12,-87.52,119.72,47.89,NO,12.03
day_rate_14d,T0276,BTC,short,2500,10,250,2024-06-29,2024-07-02,3,60885.67,62040.22,63801.26,-1.9,-4.79,0.31,YES,62103.38,65756.52,3653.14,10000,138.51,3.96,-47.41,NO,278.86,0,42.4,-89.81,119.72,47.89,NO,7.28
single_premium_7d,T0277,BTC,long,50000,5,10000,2025-10-12,2025-10-13,1,115067.98,115274.03,109687.46,0.18,-4.68,0.42,YES,112766.62,105862.54,6904.08,125000,1679.65,4.8,89.53,NO,3344.94,0,445.62,-356.09,2337.97,23.38,NO,133.69
day_rate_14d,T0277,BTC,long,50000,5,10000,2025-10-12,2025-10-13,1,115067.98,115274.03,109687.46,0.18,-4.68,0.42,YES,112766.62,105862.54,6904.08,200000,3485.8,4.98,89.53,NO,5351.9,0,355.69,-266.16,2337.97,23.38,NO,-55.13
single_premium_7d,T0278,BTC,long,10000,5,2000,2025-04-25,2025-04-28,3,94708.79,95042.57,92829.44,0.35,-1.98,0.57,YES,92814.61,87132.09,5682.53,25000,427.57,6.11,35.24,NO,0,0,279.23,-243.99,0,0,NO,83.77
day_rate_14d,T0278,BTC,long,10000,5,2000,2025-04-25,2025-04-28,3,94708.79,95042.57,92829.44,0.35,-1.98,0.57,YES,92814.61,87132.09,5682.53,40000,825.53,5.9,35.24,NO,0,0,252.71,-217.47,0,0,NO,43.38
single_premium_7d,T0279,ETH,long,1000,5,200,2025-08-19,2025-08-20,1,4075.89,4336.41,4062.24,6.39,-0.33,0.68,YES,3994.37,3749.82,244.55,2500,48.31,6.9,63.92,NO,0,0,12.82,51.1,0,0,NO,3.85
day_rate_14d,T0279,ETH,long,1000,5,200,2025-08-19,2025-08-20,1,4075.89,4336.41,4062.24,6.39,-0.33,0.68,YES,3994.37,3749.82,244.55,4000,90.13,6.44,63.92,NO,0,0,9.2,54.72,0,0,NO,-1.43
single_premium_7d,T0280,ETH,long,50000,5,10000,2025-03-17,2025-03-18,1,1926.28,1931.25,1871.64,0.26,-2.84,1.02,YES,1887.75,1772.18,115.58,125000,2917.85,8.34,129.01,NO,1045.69,0,774.12,-645.12,1045.69,10.46,NO,232.24
day_rate_14d,T0280,ETH,long,50000,5,10000,2025-03-17,2025-03-18,1,1926.28,1931.25,1871.64,0.26,-2.84,1.02,YES,1887.75,1772.18,115.58,200000,5196.59,7.42,129.01,NO,1673.11,0,530.26,-401.26,1418.28,14.18,NO,-82.19
single_premium_7d,T0281,ETH,long,10000,20,500,2025-06-29,2025-07-02,3,2500.69,2571.13,2372.62,2.82,-5.12,0.62,YES,2450.68,2300.63,150.04,25000,456.6,6.52,-500,YES,780.35,0,298.19,-16.5,512.14,100,YES,89.46
day_rate_14d,T0281,ETH,long,10000,20,500,2025-06-29,2025-07-02,3,2500.69,2571.13,2372.62,2.82,-5.12,0.62,YES,2450.68,2300.63,150.04,40000,865.16,6.18,-500,YES,1248.55,0,264.84,16.84,512.14,100,YES,45.46
single_premium_7d,T0282,BTC,long,1000,20,50,2024-10-09,2024-10-10,1,60578.28,60279.53,58863.9,-0.49,-2.83,0.36,YES,59366.71,55732.02,3634.7,2500,28.71,4.1,-4.93,NO,20.75,0,7.62,-12.55,20.75,41.5,NO,2.28
day_rate_14d,T0282,BTC,long,1000,20,50,2024-10-09,2024-10-10,1,60578.28,60279.53,58863.9,-0.49,-2.83,0.36,YES,59366.71,55732.02,3634.7,4000,62.51,4.46,-4.93,NO,33.2,0,6.38,-11.31,28.3,56.6,NO,-0.99
single_premium_7d,T0283,ETH,long,10000,10,1000,2025-01-09,2025-01-12,3,3218.81,3266.02,3157,1.47,-1.92,0.64,YES,3154.43,2961.31,193.13,25000,462.1,6.6,146.67,NO,0,0,301.78,-155.11,0,0,NO,90.53
day_rate_14d,T0283,ETH,long,10000,10,1000,2025-01-09,2025-01-12,3,3218.81,3266.02,3157,1.47,-1.92,0.64,YES,3154.43,2961.31,193.13,40000,872.65,6.23,146.67,NO,0,0,267.14,-120.47,0,0,NO,45.86
single_premium_7d,T0284,BTC,long,2500,50,50,2024-06-18,2024-07-18,30,65152.8,63982.86,53499.9,-1.8,-17.89,0.38,YES,63849.74,59940.58,3909.17,6250,74.71,4.27,-50,YES,375,0,106.73,218.27,375,100,NO,32.02
day_rate_14d,T0284,BTC,long,2500,50,50,2024-06-18,2024-07-18,30,65152.8,63982.86,53499.9,-1.8,-17.89,0.38,YES,63849.74,59940.58,3909.17,10000,160.69,4.59,-50,YES,600,0,229.55,-274.45,447.14,100,YES,68.87
single_premium_7d,T0285,ETH,long,50000,20,2500,2023-11-16,2023-11-19,3,1961.76,2012.29,1906.15,2.58,-2.83,0.73,YES,1922.52,1804.82,117.71,125000,2511.29,7.18,1287.87,NO,1043.37,0,1640.03,-352.15,1043.37,41.73,NO,492.01
day_rate_14d,T0285,ETH,long,50000,20,2500,2023-11-16,2023-11-19,3,1961.76,2012.29,1906.15,2.58,-2.83,0.73,YES,1922.52,1804.82,117.71,200000,4636.12,6.62,1287.87,NO,1669.4,0,1419.22,-131.35,1417.35,56.69,NO,243.63
single_premium_7d,T0286,ETH,long,500,5,100,2026-02-25,2026-02-26,1,2057.71,2027.9,1845.98,-1.45,-10.29,1.06,YES,2016.56,1893.09,123.46,1250,29.68,8.48,-7.24,NO,75,0,7.87,-15.12,51.45,51.45,NO,2.36
day_rate_14d,T0286,ETH,long,500,5,100,2026-02-25,2026-02-26,1,2057.71,2027.9,1845.98,-1.45,-10.29,1.06,YES,2016.56,1893.09,123.46,2000,52.68,7.53,-7.24,NO,120,0,5.38,-12.62,51.45,51.45,NO,-0.83
single_premium_7d,T0287,ETH,long,500,3,166.66666666666666,2025-08-10,2025-09-09,30,4251.91,4309.93,4062.24,1.36,-4.46,0.6,YES,4166.87,3911.76,255.11,1250,22.22,6.35,6.82,NO,30.76,0,31.75,-24.93,22.3,13.38,NO,9.52
day_rate_14d,T0287,ETH,long,500,3,166.66666666666666,2025-08-10,2025-09-09,30,4251.91,4309.93,4062.24,1.36,-4.46,0.6,YES,4166.87,3911.76,255.11,2000,42.43,6.06,6.82,NO,49.22,0,60.62,-53.8,22.3,13.38,NO,18.19
single_premium_7d,T0288,ETH,short,2500,20,125,2025-06-11,2025-07-11,30,2772.39,2959.12,3040.8,-6.74,-9.68,0.61,YES,2827.84,2994.18,166.34,6250,106.33,6.08,-125,YES,375,295.96,151.9,-24.33,242.04,100,YES,30.77
day_rate_14d,T0288,ETH,short,2500,20,125,2025-06-11,2025-07-11,30,2772.39,2959.12,3040.8,-6.74,-9.68,0.61,YES,2827.84,2994.18,166.34,10000,194.48,5.56,-125,YES,600,473.53,277.83,27.32,242.04,100,YES,59.67
single_premium_7d,T0289,BTC,short,500,10,50,2024-07-26,2024-07-29,3,67924.08,66771.45,70000,1.7,-3.06,0.47,YES,69282.56,73358.01,4075.44,1250,18.2,5.2,8.48,NO,13.2,0,11.89,-3.4,13.2,26.41,NO,3.57
day_rate_14d,T0289,BTC,short,500,10,50,2024-07-26,2024-07-29,3,67924.08,66771.45,70000,1.7,-3.06,0.47,YES,69282.56,73358.01,4075.44,2000,35.42,5.06,8.48,NO,21.12,0,10.84,-2.36,15.28,30.56,NO,1.86
single_premium_7d,T0290,BTC,long,2500,5,500,2025-10-23,2025-10-30,7,110116.03,108308.18,106279.33,-1.64,-3.48,0.45,YES,107913.71,101306.75,6606.96,6250,89.81,5.13,-41.04,NO,92.76,0,128.3,-169.34,87.11,17.42,NO,38.49
day_rate_14d,T0290,BTC,long,2500,5,500,2025-10-23,2025-10-30,7,110116.03,108308.18,106279.33,-1.64,-3.48,0.45,YES,107913.71,101306.75,6606.96,10000,182.62,5.22,-41.04,NO,148.42,0,130.44,-171.49,87.11,17.42,NO,34.57
single_premium_7d,T0291,ETH,short,5000,10,500,2025-03-01,2025-03-04,3,2216.51,2170.92,2551.49,2.06,-15.11,0.7,YES,2260.84,2393.83,132.99,12500,225.95,6.46,-500,YES,750,0,147.56,-44.72,750,100,YES,44.27
day_rate_14d,T0291,ETH,short,5000,10,500,2025-03-01,2025-03-04,3,2216.51,2170.92,2551.49,2.06,-15.11,0.7,YES,2260.84,2393.83,132.99,20000,402.82,5.75,-500,YES,1200,0,123.31,-20.47,755.65,100,YES,21.17
single_premium_7d,T0292,BTC,long,1000,5,200,2024-05-24,2024-05-25,1,68547.8,69289.67,66587.91,1.08,-2.86,0.57,YES,67176.84,63063.98,4112.87,2500,43.15,6.16,10.82,NO,21.48,0,11.45,-0.62,21.48,10.74,NO,3.43
day_rate_14d,T0292,BTC,long,1000,5,200,2024-05-24,2024-05-25,1,68547.8,69289.67,66587.91,1.08,-2.86,0.57,YES,67176.84,63063.98,4112.87,4000,83.09,5.93,10.82,NO,34.37,0,8.48,2.34,28.59,14.3,NO,-1.31
single_premium_7d,T0293,BTC,short,2500,10,250,2024-12-16,2024-12-23,7,106099.81,94764.56,108388.88,10.68,-2.16,0.43,YES,108221.81,114587.79,6365.99,6250,84.93,4.85,267.09,NO,9.84,0,121.33,145.76,9.84,3.94,NO,36.4
day_rate_14d,T0293,BTC,short,2500,10,250,2024-12-16,2024-12-23,7,106099.81,94764.56,108388.88,10.68,-2.16,0.43,YES,108221.81,114587.79,6365.99,10000,169.75,4.85,267.09,NO,15.75,0,121.25,145.84,15.75,6.3,NO,32.13
single_premium_7d,T0294,ETH,short,500,50,10,2025-11-12,2025-11-26,14,3414.06,3026.43,3587.94,11.35,-5.09,0.64,YES,3482.34,3687.18,204.84,1250,21.71,6.2,-10,YES,38.66,0,31.01,25.76,25.47,100,YES,9.3
day_rate_14d,T0294,ETH,short,500,50,10,2025-11-12,2025-11-26,14,3414.06,3026.43,3587.94,11.35,-5.09,0.64,YES,3482.34,3687.18,204.84,2000,39.37,5.62,-10,YES,61.86,0,56.24,0.53,25.47,100,YES,16.87
single_premium_7d,T0295,BTC,long,2500,10,250,2025-01-20,2025-01-23,3,102145.43,103926.36,99416.27,1.74,-2.67,0.45,YES,100102.52,93973.8,6128.73,6250,88.98,5.08,43.59,NO,41.99,0,58.11,-14.52,41.99,16.8,NO,17.43
day_rate_14d,T0295,BTC,long,2500,10,250,2025-01-20,2025-01-23,3,102145.43,103926.36,99416.27,1.74,-2.67,0.45,YES,100102.52,93973.8,6128.73,10000,181.45,5.18,43.59,NO,67.18,0,55.55,-11.96,66.8,26.72,NO,9.54
single_premium_7d,T0296,BTC,short,2500,10,250,2023-12-21,2023-12-22,1,43875.32,44013.73,44424.36,-0.32,-1.25,0.45,YES,44752.83,47385.35,2632.52,6250,87.44,5,-7.89,NO,0,0,23.2,-31.08,0,0,NO,6.96
day_rate_14d,T0296,BTC,short,2500,10,250,2023-12-21,2023-12-22,1,43875.32,44013.73,44424.36,-0.32,-1.25,0.45,YES,44752.83,47385.35,2632.52,10000,172.82,4.94,-7.89,NO,0,0,17.64,-25.52,0,0,NO,-2.73
single_premium_7d,T0297,BTC,long,500,50,10,2024-05-30,2024-05-31,1,68338.58,67472.41,66584.47,-1.27,-2.57,0.55,YES,66971.81,62871.49,4100.31,1250,20.83,5.95,-10,YES,7.08,0,5.53,-11.86,7.08,70.85,YES,1.66
day_rate_14d,T0297,BTC,long,500,50,10,2024-05-30,2024-05-31,1,68338.58,67472.41,66584.47,-1.27,-2.57,0.55,YES,66971.81,62871.49,4100.31,2000,40.52,5.79,-10,YES,11.34,0,4.13,-10.47,11.34,100,YES,-0.64
single_premium_7d,T0298,BTC,long,10000,3,3333.3333333333335,2024-06-09,2024-06-10,1,69637.87,69497.73,69123.99,-0.2,-0.74,0.45,YES,68245.11,64066.84,4178.27,25000,356.04,5.09,-20.12,NO,0,0,94.46,-114.58,0,0,NO,28.34
day_rate_14d,T0298,BTC,long,10000,3,3333.3333333333335,2024-06-09,2024-06-10,1,69637.87,69497.73,69123.99,-0.2,-0.74,0.45,YES,68245.11,64066.84,4178.27,40000,725.95,5.19,-20.12,NO,0,0,74.08,-94.2,0,0,NO,-11.48
single_premium_7d,T0299,ETH,short,100000,5,20000,2025-01-08,2025-01-09,1,3326.29,3218.81,3414.59,3.23,-2.65,0.63,YES,3392.82,3592.39,199.58,250000,4315.24,6.16,3231.23,NO,1636.52,0,1144.86,2086.37,1636.52,8.18,NO,343.46
day_rate_14d,T0299,ETH,short,100000,5,20000,2025-01-08,2025-01-09,1,3326.29,3218.81,3414.59,3.23,-2.65,0.63,YES,3392.82,3592.39,199.58,400000,7845.33,5.6,3231.23,NO,2618.44,0,800.54,2430.68,2618.44,13.09,NO,-124.08
single_premium_7d,T0300,BTC,short,1000,3,333.3333333333333,2024-07-14,2024-07-15,1,60808.42,64757.16,64943.61,-6.49,-6.8,0.42,YES,62024.59,65673.09,3648.51,2500,33.13,4.73,-64.94,NO,120.01,112.34,0,47.41,68,20.4,NO,-10.35
day_rate_14d,T0300,BTC,short,1000,3,333.3333333333333,2024-07-14,2024-07-15,1,60808.42,64757.16,64943.61,-6.49,-6.8,0.42,YES,62024.59,65673.09,3648.51,4000,66.85,4.78,-64.94,NO,192.01,179.75,6.82,107.99,68,20.4,NO,-6.94
single_premium_7d,T0301,BTC,long,10000,5,2000,2024-08-20,2024-08-21,1,59017.59,61163.28,58571.96,3.64,-0.76,0.64,YES,57837.24,54296.18,3541.06,25000,463.77,6.63,363.57,NO,0,0,123.04,240.53,0,0,NO,36.91
