tierId,tradeId,asset,side,notionalUsd,leverage,marginUsd,entryDate,exitDate,holdDays,spotAtEntry,spotAtExit,worstAdverseSpot,perpReturnPct,perpMaxAdverseReturnPct,rvolEntry,hedgeable,K_long,K_short,spreadWidth,protectedNotionalUsd,hedgeCostUsd,feePctOfNotional,perpPnlUsd,perpLiquidatedUnhedged,hedgePayoutAtMaxDrawdownUsd,hedgePayoutAtExitUsd,totalUserFeeUsd,netUserPnlUsd,drawdownReductionUsd,drawdownReductionPctOfMargin,liquidationPrevented,atticusNetMargin
day_rate_14d,T0259,BTC,short,500,20,25,2024-06-07,2024-06-08,1,69324.53,69304.05,71974.04,0.03,-3.82,0.48,YES,70711.02,74870.49,4159.47,2000,35.69,5.1,0.15,NO,36.44,0,3.64,-3.49,19.11,76.44,NO,-0.56
single_premium_7d,T0260,BTC,long,2500,50,50,2025-06-25,2025-07-02,7,107400.22,108888.32,105119.7,1.39,-2.12,0.33,YES,105252.22,98808.2,6444.01,6250,63.72,3.64,-50,YES,7.71,0,91.03,-56.39,7.71,15.42,YES,27.31
day_rate_14d,T0260,BTC,long,2500,50,50,2025-06-25,2025-07-02,7,107400.22,108888.32,105119.7,1.39,-2.12,0.33,YES,105252.22,98808.2,6444.01,10000,143.88,4.11,-50,YES,12.34,0,102.77,-68.13,12.34,24.68,YES,27.23
single_premium_7d,T0261,BTC,short,2500,3,833.3333333333334,2026-02-10,2026-02-17,7,68803.65,67466.7,70941.65,1.94,-3.11,0.81,YES,70179.72,74307.94,4128.22,6250,119.64,6.84,48.58,NO,69.21,0,170.92,-122.34,69.21,8.31,NO,51.28
day_rate_14d,T0261,BTC,short,2500,3,833.3333333333334,2026-02-10,2026-02-17,7,68803.65,67466.7,70941.65,1.94,-3.11,0.81,YES,70179.72,74307.94,4128.22,10000,207.88,5.94,48.58,NO,110.74,0,148.49,-99.91,77.68,9.32,NO,39.35
single_premium_7d,T0262,BTC,long,10000,20,500,2023-12-20,2023-12-21,1,43674.77,43875.32,42184.48,0.46,-3.41,0.49,YES,42801.27,40180.79,2620.49,25000,381.01,5.44,45.92,NO,353.06,0,101.08,-55.16,341.22,68.24,NO,30.32
day_rate_14d,T0262,BTC,long,10000,20,500,2023-12-20,2023-12-21,1,43674.77,43875.32,42184.48,0.46,-3.41,0.49,YES,42801.27,40180.79,2620.49,40000,761.13,5.44,45.92,NO,564.9,0,77.67,-31.75,341.22,68.24,NO,-12.04
single_premium_7d,T0263,BTC,short,2500,20,125,2025-10-30,2025-10-31,1,108308.18,109555.27,111629.2,-1.15,-3.07,0.44,YES,110474.34,116972.83,6498.49,6250,86.5,4.94,-28.79,NO,66.64,0,22.95,-51.74,66.64,53.31,NO,6.88
day_rate_14d,T0263,BTC,short,2500,20,125,2025-10-30,2025-10-31,1,108308.18,109555.27,111629.2,-1.15,-3.07,0.44,YES,110474.34,116972.83,6498.49,10000,171.68,4.91,-28.79,NO,106.63,0,17.52,-46.3,76.66,61.33,NO,-2.72
single_premium_7d,T0264,BTC,long,10000,50,200,2025-07-22,2025-07-29,7,120026.42,117933.39,114750,-1.74,-4.4,0.28,YES,117625.89,110424.31,7201.59,25000,207.13,2.96,-200,YES,599.01,0,295.9,-470.28,439.6,100,YES,88.77
day_rate_14d,T0264,BTC,long,10000,50,200,2025-07-22,2025-07-29,7,120026.42,117933.39,114750,-1.74,-4.4,0.28,YES,117625.89,110424.31,7201.59,40000,497.75,3.56,-200,YES,958.42,0,355.54,-529.92,439.6,100,YES,94.22
single_premium_7d,T0265,BTC,long,500,5,100,2024-05-31,2024-06-14,14,67472.41,66004.39,65005,-2.18,-3.66,0.53,YES,66122.96,62074.62,4048.34,1250,20.27,5.79,-10.88,NO,20.71,2.2,28.96,-37.64,18.28,18.28,NO,8.58
day_rate_14d,T0265,BTC,long,500,5,100,2024-05-31,2024-06-14,14,67472.41,66004.39,65005,-2.18,-3.66,0.53,YES,66122.96,62074.62,4048.34,2000,39.75,5.68,-10.88,NO,33.14,3.51,56.79,-64.15,18.28,18.28,NO,16.86
single_premium_7d,T0266,BTC,short,5000,5,1000,2025-01-15,2025-01-29,14,100510.23,103747.25,109358.01,-3.22,-8.8,0.47,YES,102520.43,108551.05,6030.61,12500,180.9,5.17,-161.03,NO,750,152.57,258.43,-266.88,440.14,44.01,NO,69.9
day_rate_14d,T0266,BTC,short,5000,5,1000,2025-01-15,2025-01-29,14,100510.23,103747.25,109358.01,-3.22,-8.8,0.47,YES,102520.43,108551.05,6030.61,20000,352.9,5.04,-161.03,NO,1200,244.12,504.14,-421.05,440.14,44.01,NO,139.04
single_premium_7d,T0267,ETH,short,1000,20,50,2023-11-29,2023-12-02,3,2029.11,2165.76,2190.48,-6.73,-7.95,0.62,YES,2069.69,2191.44,121.75,2500,42.7,6.1,-50,YES,148.82,118.36,0,51.02,79.53,100,YES,-24.22
day_rate_14d,T0267,ETH,short,1000,20,50,2023-11-29,2023-12-02,3,2029.11,2165.76,2190.48,-6.73,-7.95,0.62,YES,2069.69,2191.44,121.75,4000,77.97,5.57,-50,YES,238.11,189.38,23.87,98.17,79.53,100,YES,-2.31
single_premium_7d,T0268,BTC,short,10000,5,2000,2024-08-07,2024-08-10,3,55148.1,60935.02,62755.24,-10.49,-13.79,0.55,YES,56251.06,59559.95,3308.89,25000,400.06,5.72,-1049.34,NO,1500,1500,0,450.66,1379.4,68.97,NO,-246.45
day_rate_14d,T0268,BTC,short,10000,5,2000,2024-08-07,2024-08-10,3,55148.1,60935.02,62755.24,-10.49,-13.79,0.55,YES,56251.06,59559.95,3308.89,40000,750.14,5.36,-1049.34,NO,2400,2400,229.63,1121.02,1379.4,68.97,NO,-51.11
single_premium_7d,T0269,BTC,long,1000,10,100,2024-02-20,2024-02-21,1,52277.52,51851.67,50628.6,-0.81,-3.15,0.37,YES,51231.97,48095.32,3136.65,2500,29.16,4.17,-8.15,NO,28.85,0,7.74,-15.88,28.85,28.85,NO,2.32
day_rate_14d,T0269,BTC,long,1000,10,100,2024-02-20,2024-02-21,1,52277.52,51851.67,50628.6,-0.81,-3.15,0.37,YES,51231.97,48095.32,3136.65,4000,63.19,4.51,-8.15,NO,46.17,0,6.45,-14.59,31.54,31.54,NO,-1
single_premium_7d,T0270,BTC,short,500,5,100,2024-11-24,2024-12-01,7,98028.18,97263.18,98999,0.78,-0.99,0.57,YES,99988.74,105870.43,5881.69,1250,20.45,5.84,3.9,NO,0,0,29.21,-25.31,0,0,NO,8.76
day_rate_14d,T0270,BTC,short,500,5,100,2024-11-24,2024-12-01,7,98028.18,97263.18,98999,0.78,-0.99,0.57,YES,99988.74,105870.43,5881.69,2000,38,5.43,3.9,NO,0,0,27.14,-23.24,0,0,NO,7.19
single_premium_7d,T0271,BTC,long,2500,10,250,2024-03-02,2024-03-09,7,62045.78,68480,59224.68,10.37,-4.55,0.46,YES,60804.86,57082.12,3722.75,6250,90.79,5.19,259.25,NO,159.18,0,129.69,129.56,113.67,45.47,NO,38.91
day_rate_14d,T0271,BTC,long,2500,10,250,2024-03-02,2024-03-09,7,62045.78,68480,59224.68,10.37,-4.55,0.46,YES,60804.86,57082.12,3722.75,10000,184,5.26,259.25,NO,254.68,0,131.43,127.82,113.67,45.47,NO,34.83
single_premium_7d,T0272,BTC,short,500,20,25,2024-11-01,2024-11-02,1,69467.29,69358.94,71620,0.16,-3.1,0.37,YES,70856.64,75024.67,4168.04,1250,14.76,4.22,0.78,NO,13.74,0,3.92,-3.14,13.74,54.94,NO,1.17
day_rate_14d,T0272,BTC,short,500,20,25,2024-11-01,2024-11-02,1,69467.29,69358.94,71620,0.16,-3.1,0.37,YES,70856.64,75024.67,4168.04,2000,31.11,4.44,0.78,NO,21.98,0,3.17,-2.39,15.49,61.98,NO,-0.49
single_premium_7d,T0273,BTC,short,1000,3,333.3333333333333,2024-10-25,2024-10-28,3,66564.51,69924.5,70235.98,-5.05,-5.52,0.38,YES,67895.8,71889.67,3993.87,2500,30.7,4.39,-50.48,NO,87.89,76.19,0,25.72,55.16,16.55,NO,-16.97
day_rate_14d,T0273,BTC,short,1000,3,333.3333333333333,2024-10-25,2024-10-28,3,66564.51,69924.5,70235.98,-5.05,-5.52,0.38,YES,67895.8,71889.67,3993.87,4000,63.76,4.55,-50.48,NO,140.63,121.91,19.52,51.91,55.16,16.55,NO,-0.24
single_premium_7d,T0274,ETH,long,25000,10,2500,2025-02-17,2025-02-24,7,2744.1,2513.35,2471.74,-8.41,-9.93,0.58,YES,2689.22,2524.57,164.65,62500,1092.64,6.24,-2102.24,NO,3750,3750,1560.91,86.85,2481.32,99.25,NO,280.77
day_rate_14d,T0274,ETH,long,25000,10,2500,2025-02-17,2025-02-24,7,2744.1,2513.35,2471.74,-8.41,-9.93,0.58,YES,2689.22,2524.57,164.65,100000,2096.28,5.99,-2102.24,NO,6000,6000,1497.34,2400.42,2481.32,99.25,NO,149.2
single_premium_7d,T0275,ETH,short,500,20,25,2023-12-03,2023-12-17,14,2194.13,2194.75,2403.37,-0.03,-9.54,0.6,YES,2238.01,2369.66,131.65,1250,21,6,-25,YES,75,0,30,-30.14,47.68,100,YES,9
day_rate_14d,T0275,ETH,short,500,20,25,2023-12-03,2023-12-17,14,2194.13,2194.75,2403.37,-0.03,-9.54,0.6,YES,2238.01,2369.66,131.65,2000,38.61,5.52,-25,YES,120,0,55.15,-55.29,47.68,100,YES,16.55
single_premium_7d,T0276,BTC,short,1000,10,100,2024-06-29,2024-07-02,3,60885.67,62040.22,63801.26,-1.9,-4.79,0.31,YES,62103.38,65756.52,3653.14,2500,24.57,3.51,-18.96,NO,69.72,0,16.05,-35.01,47.89,47.89,NO,4.81
day_rate_14d,T0276,BTC,short,1000,10,100,2024-06-29,2024-07-02,3,60885.67,62040.22,63801.26,-1.9,-4.79,0.31,YES,62103.38,65756.52,3653.14,4000,55.4,3.96,-18.96,NO,111.55,0,16.96,-35.92,47.89,47.89,NO,2.91
single_premium_7d,T0277,BTC,long,10000,5,2000,2025-10-12,2025-10-13,1,115067.98,115274.03,109687.46,0.18,-4.68,0.42,YES,112766.62,105862.54,6904.08,25000,335.93,4.8,17.91,NO,668.99,0,89.12,-71.22,467.59,23.38,NO,26.74
day_rate_14d,T0277,BTC,long,10000,5,2000,2025-10-12,2025-10-13,1,115067.98,115274.03,109687.46,0.18,-4.68,0.42,YES,112766.62,105862.54,6904.08,40000,697.16,4.98,17.91,NO,1070.38,0,71.14,-53.23,467.59,23.38,NO,-11.03
single_premium_7d,T0278,BTC,long,5000,5,1000,2025-04-25,2025-05-02,7,94708.79,96929.81,92829.44,2.35,-1.98,0.57,YES,92814.61,87132.09,5682.53,12500,213.78,6.11,117.26,NO,0,0,305.41,-188.15,0,0,NO,91.62
day_rate_14d,T0278,BTC,long,5000,5,1000,2025-04-25,2025-05-02,7,94708.79,96929.81,92829.44,2.35,-1.98,0.57,YES,92814.61,87132.09,5682.53,20000,412.76,5.9,117.26,NO,0,0,294.83,-177.58,0,0,NO,78.13
single_premium_7d,T0279,ETH,long,1000,5,200,2025-08-19,2025-08-22,3,4075.89,4831.24,4062.24,18.53,-0.33,0.68,YES,3994.37,3749.82,244.55,2500,48.31,6.9,185.32,NO,0,0,31.55,153.77,0,0,NO,9.47
day_rate_14d,T0279,ETH,long,1000,5,200,2025-08-19,2025-08-22,3,4075.89,4831.24,4062.24,18.53,-0.33,0.68,YES,3994.37,3749.82,244.55,4000,90.13,6.44,185.32,NO,0,0,27.59,157.73,0,0,NO,4.74
single_premium_7d,T0280,ETH,long,10000,5,2000,2025-03-17,2025-03-18,1,1926.28,1931.25,1871.64,0.26,-2.84,1.02,YES,1887.75,1772.18,115.58,25000,583.57,8.34,25.8,NO,209.14,0,154.82,-129.02,209.14,10.46,NO,46.45
day_rate_14d,T0280,ETH,long,10000,5,2000,2025-03-17,2025-03-18,1,1926.28,1931.25,1871.64,0.26,-2.84,1.02,YES,1887.75,1772.18,115.58,40000,1039.32,7.42,25.8,NO,334.62,0,106.05,-80.25,283.66,14.18,NO,-16.44
single_premium_7d,T0281,ETH,long,5000,20,250,2025-06-29,2025-07-06,7,2500.69,2570.84,2372.62,2.81,-5.12,0.62,YES,2450.68,2300.63,150.04,12500,228.3,6.52,-250,YES,390.17,0,326.14,-185.88,256.07,100,YES,97.84
day_rate_14d,T0281,ETH,long,5000,20,250,2025-06-29,2025-07-06,7,2500.69,2570.84,2372.62,2.81,-5.12,0.62,YES,2450.68,2300.63,150.04,20000,432.58,6.18,-250,YES,624.28,0,308.99,-168.72,256.07,100,YES,81.88
single_premium_7d,T0282,BTC,long,1000,20,50,2024-10-09,2024-10-10,1,60578.28,60279.53,58863.9,-0.49,-2.83,0.36,YES,59366.71,55732.02,3634.7,2500,28.71,4.1,-4.93,NO,20.75,0,7.62,-12.55,20.75,41.5,NO,2.28
day_rate_14d,T0282,BTC,long,1000,20,50,2024-10-09,2024-10-10,1,60578.28,60279.53,58863.9,-0.49,-2.83,0.36,YES,59366.71,55732.02,3634.7,4000,62.51,4.46,-4.93,NO,33.2,0,6.38,-11.31,28.3,56.6,NO,-0.99
single_premium_7d,T0283,ETH,long,5000,10,500,2025-01-09,2025-01-12,3,3218.81,3266.02,3157,1.47,-1.92,0.64,YES,3154.43,2961.31,193.13,12500,231.05,6.6,73.33,NO,0,0,150.89,-77.56,0,0,NO,45.27
day_rate_14d,T0283,ETH,long,5000,10,500,2025-01-09,2025-01-12,3,3218.81,3266.02,3157,1.47,-1.92,0.64,YES,3154.43,2961.31,193.13,20000,436.32,6.23,73.33,NO,0,0,133.57,-60.23,0,0,NO,22.93
single_premium_7d,T0284,BTC,long,1000,50,20,2024-06-18,2024-07-18,30,65152.8,63982.86,53499.9,-1.8,-17.89,0.38,YES,63849.74,59940.58,3909.17,2500,29.88,4.27,-20,YES,150,0,42.69,87.31,150,100,NO,12.81
day_rate_14d,T0284,BTC,long,1000,50,20,2024-06-18,2024-07-18,30,65152.8,63982.86,53499.9,-1.8,-17.89,0.38,YES,63849.74,59940.58,3909.17,4000,64.28,4.59,-20,YES,240,0,91.82,-109.78,178.85,100,YES,27.55
single_premium_7d,T0285,ETH,long,10000,20,500,2023-11-16,2023-11-23,7,1961.76,2062.78,1906.15,5.15,-2.83,0.73,YES,1922.52,1804.82,117.71,25000,502.26,7.18,514.95,NO,208.67,0,717.51,-202.57,208.67,41.73,NO,215.25
day_rate_14d,T0285,ETH,long,10000,20,500,2023-11-16,2023-11-23,7,1961.76,2062.78,1906.15,5.15,-2.83,0.73,YES,1922.52,1804.82,117.71,40000,927.22,6.62,514.95,NO,333.88,0,662.3,-147.36,283.47,56.69,NO,175.51
single_premium_7d,T0286,ETH,long,500,5,100,2026-02-25,2026-02-26,1,2057.71,2027.9,1845.98,-1.45,-10.29,1.06,YES,2016.56,1893.09,123.46,1250,29.68,8.48,-7.24,NO,75,0,7.87,-15.12,51.45,51.45,NO,2.36
day_rate_14d,T0286,ETH,long,500,5,100,2026-02-25,2026-02-26,1,2057.71,2027.9,1845.98,-1.45,-10.29,1.06,YES,2016.56,1893.09,123.46,2000,52.68,7.53,-7.24,NO,120,0,5.38,-12.62,51.45,51.45,NO,-0.83
single_premium_7d,T0287,ETH,long,500,3,166.66666666666666,2025-08-10,2025-09-09,30,4251.91,4309.93,4062.24,1.36,-4.46,0.6,YES,4166.87,3911.76,255.11,1250,22.22,6.35,6.82,NO,30.76,0,31.75,-24.93,22.3,13.38,NO,9.52
day_rate_14d,T0287,ETH,long,500,3,166.66666666666666,2025-08-10,2025-09-09,30,4251.91,4309.93,4062.24,1.36,-4.46,0.6,YES,4166.87,3911.76,255.11,2000,42.43,6.06,6.82,NO,49.22,0,60.62,-53.8,22.3,13.38,NO,18.19
single_premium_7d,T0288,ETH,short,1000,20,50,2025-06-11,2025-07-11,30,2772.39,2959.12,3040.8,-6.74,-9.68,0.61,YES,2827.84,2994.18,166.34,2500,42.53,6.08,-50,YES,150,118.38,60.76,-9.73,96.82,100,YES,12.31
day_rate_14d,T0288,ETH,short,1000,20,50,2025-06-11,2025-07-11,30,2772.39,2959.12,3040.8,-6.74,-9.68,0.61,YES,2827.84,2994.18,166.34,4000,77.79,5.56,-50,YES,240,189.41,111.13,10.93,96.82,100,YES,23.87
single_premium_7d,T0289,BTC,short,500,10,50,2024-07-26,2024-07-29,3,67924.08,66771.45,70000,1.7,-3.06,0.47,YES,69282.56,73358.01,4075.44,1250,18.2,5.2,8.48,NO,13.2,0,11.89,-3.4,13.2,26.41,NO,3.57
day_rate_14d,T0289,BTC,short,500,10,50,2024-07-26,2024-07-29,3,67924.08,66771.45,70000,1.7,-3.06,0.47,YES,69282.56,73358.01,4075.44,2000,35.42,5.06,8.48,NO,21.12,0,10.84,-2.36,15.28,30.56,NO,1.86
single_premium_7d,T0290,BTC,long,1000,5,200,2025-10-23,2025-10-30,7,110116.03,108308.18,106279.33,-1.64,-3.48,0.45,YES,107913.71,101306.75,6606.96,2500,35.92,5.13,-16.42,NO,37.11,0,51.32,-67.74,34.84,17.42,NO,15.4
day_rate_14d,T0290,BTC,long,1000,5,200,2025-10-23,2025-10-30,7,110116.03,108308.18,106279.33,-1.64,-3.48,0.45,YES,107913.71,101306.75,6606.96,4000,73.05,5.22,-16.42,NO,59.37,0,52.18,-68.59,34.84,17.42,NO,13.83
single_premium_7d,T0291,BTC,short,2500,10,250,2025-03-01,2025-03-04,3,86018.76,87249.96,95128.88,-1.43,-10.59,0.4,YES,87739.14,92900.26,5161.13,6250,78.75,4.5,-250,YES,375,0,51.43,-87.21,264.77,100,YES,15.43
day_rate_14d,T0291,BTC,short,2500,10,250,2025-03-01,2025-03-04,3,86018.76,87249.96,95128.88,-1.43,-10.59,0.4,YES,87739.14,92900.26,5161.13,10000,161.98,4.63,-250,YES,600,0,49.59,-85.37,264.77,100,YES,8.51
single_premium_7d,T0292,BTC,long,500,5,100,2024-05-24,2024-05-25,1,68547.8,69289.67,66587.91,1.08,-2.86,0.57,YES,67176.84,63063.98,4112.87,1250,21.57,6.16,5.41,NO,10.74,0,5.72,-0.31,10.74,10.74,NO,1.72
day_rate_14d,T0292,BTC,long,500,5,100,2024-05-24,2024-05-25,1,68547.8,69289.67,66587.91,1.08,-2.86,0.57,YES,67176.84,63063.98,4112.87,2000,41.54,5.93,5.41,NO,17.18,0,4.24,1.17,14.3,14.3,NO,-0.66
single_premium_7d,T0293,BTC,short,1000,10,100,2024-12-16,2024-12-23,7,106099.81,94764.56,108388.88,10.68,-2.16,0.43,YES,108221.81,114587.79,6365.99,2500,33.97,4.85,106.84,NO,3.94,0,48.53,58.3,3.94,3.94,NO,14.56
day_rate_14d,T0293,BTC,short,1000,10,100,2024-12-16,2024-12-23,7,106099.81,94764.56,108388.88,10.68,-2.16,0.43,YES,108221.81,114587.79,6365.99,4000,67.9,4.85,106.84,NO,6.3,0,48.5,58.33,6.3,6.3,NO,12.85
single_premium_7d,T0294,ETH,short,500,50,10,2025-11-12,2025-12-12,30,3414.06,3084.91,3587.94,9.64,-5.09,0.64,YES,3482.34,3687.18,204.84,1250,21.71,6.2,-10,YES,38.66,0,31.01,17.19,25.47,100,YES,9.3
day_rate_14d,T0294,ETH,short,500,50,10,2025-11-12,2025-12-12,30,3414.06,3084.91,3587.94,9.64,-5.09,0.64,YES,3482.34,3687.18,204.84,2000,39.37,5.62,-10,YES,61.86,0,56.24,-8.03,25.47,100,YES,16.87
single_premium_7d,T0295,BTC,long,1000,10,100,2025-01-20,2025-01-27,7,102145.43,102062.42,97715.03,-0.08,-4.34,0.45,YES,100102.52,93973.8,6128.73,2500,35.59,5.08,-0.81,NO,58.43,0,50.85,-51.66,43.37,43.37,NO,15.25
day_rate_14d,T0295,BTC,long,1000,10,100,2025-01-20,2025-01-27,7,102145.43,102062.42,97715.03,-0.08,-4.34,0.45,YES,100102.52,93973.8,6128.73,4000,72.58,5.18,-0.81,NO,93.49,0,51.84,-52.65,43.37,43.37,NO,13.74
single_premium_7d,T0296,BTC,short,1000,10,100,2023-12-21,2023-12-22,1,43875.32,44013.73,44424.36,-0.32,-1.25,0.45,YES,44752.83,47385.35,2632.52,2500,34.98,5,-3.15,NO,0,0,9.28,-12.43,0,0,NO,2.78
day_rate_14d,T0296,BTC,short,1000,10,100,2023-12-21,2023-12-22,1,43875.32,44013.73,44424.36,-0.32,-1.25,0.45,YES,44752.83,47385.35,2632.52,4000,69.13,4.94,-3.15,NO,0,0,7.05,-10.21,0,0,NO,-1.09
single_premium_7d,T0297,BTC,long,500,50,10,2024-05-30,2024-06-02,3,68338.58,67735.52,66584.47,-0.88,-2.57,0.55,YES,66971.81,62871.49,4100.31,1250,20.83,5.95,-10,YES,7.08,0,13.6,-18.01,7.08,70.85,YES,4.08
day_rate_14d,T0297,BTC,long,500,50,10,2024-05-30,2024-06-02,3,68338.58,67735.52,66584.47,-0.88,-2.57,0.55,YES,66971.81,62871.49,4100.31,2000,40.52,5.79,-10,YES,11.34,0,12.4,-16.82,11.34,100,YES,2.13
single_premium_7d,T0298,BTC,long,5000,3,1666.6666666666667,2024-06-09,2024-06-10,1,69637.87,69497.73,69123.99,-0.2,-0.74,0.45,YES,68245.11,64066.84,4178.27,12500,178.02,5.09,-10.06,NO,0,0,47.23,-57.29,0,0,NO,14.17
day_rate_14d,T0298,BTC,long,5000,3,1666.6666666666667,2024-06-09,2024-06-10,1,69637.87,69497.73,69123.99,-0.2,-0.74,0.45,YES,68245.11,64066.84,4178.27,20000,362.97,5.19,-10.06,NO,0,0,37.04,-47.1,0,0,NO,-5.74
single_premium_7d,T0299,ETH,short,25000,5,5000,2025-01-08,2025-01-11,3,3326.29,3282.01,3414.59,1.33,-2.65,0.63,YES,3392.82,3592.39,199.58,62500,1078.81,6.16,332.8,NO,409.13,0,704.53,-371.73,409.13,8.18,NO,211.36
day_rate_14d,T0299,ETH,short,25000,5,5000,2025-01-08,2025-01-11,3,3326.29,3282.01,3414.59,1.33,-2.65,0.63,YES,3392.82,3592.39,199.58,100000,1961.33,5.6,332.8,NO,654.61,0,600.41,-267.6,654.61,13.09,NO,103.07
single_premium_7d,T0300,BTC,short,1000,3,333.3333333333333,2024-07-14,2024-07-15,1,60808.42,64757.16,64943.61,-6.49,-6.8,0.42,YES,62024.59,65673.09,3648.51,2500,33.13,4.73,-64.94,NO,120.01,112.34,0,47.41,68,20.4,NO,-10.35
day_rate_14d,T0300,BTC,short,1000,3,333.3333333333333,2024-07-14,2024-07-15,1,60808.42,64757.16,64943.61,-6.49,-6.8,0.42,YES,62024.59,65673.09,3648.51,4000,66.85,4.78,-64.94,NO,192.01,179.75,6.82,107.99,68,20.4,NO,-6.94
single_premium_7d,T0301,BTC,long,5000,5,1000,2024-08-20,2024-08-21,1,59017.59,61163.28,58571.96,3.64,-0.76,0.64,YES,57837.24,54296.18,3541.06,12500,231.89,6.63,181.78,NO,0,0,61.52,120.26,0,0,NO,18.46
day_rate_14d,T0301,BTC,long,5000,5,1000,2024-08-20,2024-08-21,1,59017.59,61163.28,58571.96,3.64,-0.76,0.64,YES,57837.24,54296.18,3541.06,20000,437.46,6.25,181.78,NO,0,0,44.64,137.15,0,0,NO,-6.92
single_premium_7d,T0302,BTC,short,1000,5,200,2024-04-27,2024-04-28,1,63422,63108.94,64333.33,0.49,-1.44,0.51,YES,64690.44,68495.76,3805.32,2500,38.42,5.49,4.94,NO,0,0,10.19,-5.26,0,0,NO,3.06
day_rate_14d,T0302,BTC,short,1000,5,200,2024-04-27,2024-04-28,1,63422,63108.94,64333.33,0.49,-1.44,0.51,YES,64690.44,68495.76,3805.32,4000,73.21,5.23,4.94,NO,0,0,7.47,-2.53,0,0,NO,-1.16
single_premium_7d,T0303,ETH,long,25000,5,5000,2025-11-01,2025-11-04,3,3872.16,3286.21,3055,-15.13,-21.1,0.74,YES,3794.72,3562.39,232.33,62500,1262.65,7.22,-5000,YES,3750,3750,0,-33.1,3750,75,YES,-728.64
day_rate_14d,T0303,ETH,long,25000,5,5000,2025-11-01,2025-11-04,3,3872.16,3286.21,3055,-15.13,-21.1,0.74,YES,3794.72,3562.39,232.33,100000,2327.59,6.65,-5000,YES,6000,6000,712.53,1504.38,5275.87,100,YES,-86.24
single_premium_7d,T0304,BTC,short,1000,50,20,2025-05-19,2025-05-20,1,105616.18,106883.24,107355,-1.2,-1.65,0.37,YES,107728.5,114065.47,6336.97,2500,29.91,4.27,-12,NO,0,0,7.94,-19.93,0,0,NO,2.38
day_rate_14d,T0304,BTC,short,1000,50,20,2025-05-19,2025-05-20,1,105616.18,106883.24,107355,-1.2,-1.65,0.37,YES,107728.5,114065.47,6336.97,4000,62.73,4.48,-12,NO,0,0,6.4,-18.4,0,0,NO,-0.99
single_premium_7d,T0305,BTC,short,25000,50,500,2024-05-16,2024-05-30,14,65252.18,68338.58,71980,-4.73,-10.31,0.55,YES,66557.22,70472.35,3915.13,62500,1002.11,5.73,-500,YES,3750,1706.22,1431.58,-907.85,2577.62,100,YES,344.16
day_rate_14d,T0305,BTC,short,25000,50,500,2024-05-16,2024-05-30,14,65252.18,68338.58,71980,-4.73,-10.31,0.55,YES,66557.22,70472.35,3915.13,100000,1877.56,5.36,-500,YES,6000,2729.96,2682.22,-1134.75,2577.62,100,YES,668.17
single_premium_7d,T0306,ETH,long,1000,5,200,2026-03-09,2026-03-10,1,1993.19,2036.8,1929.61,2.19,-3.19,0.7,YES,1953.33,1833.73,119.59,2500,48.95,6.99,21.88,NO,29.75,0,12.99,8.89,29.75,14.87,NO,3.9
day_rate_14d,T0306,ETH,long,1000,5,200,2026-03-09,2026-03-10,1,1993.19,2036.8,1929.61,2.19,-3.19,0.7,YES,1953.33,1833.73,119.59,4000,90.99,6.5,21.88,NO,47.59,0,9.28,12.6,31.9,15.95,NO,-1.44
single_premium_7d,T0307,BTC,long,5000,10,500,2025-11-03,2025-11-04,1,106557.98,101468.15,98892.97,-4.78,-7.19,0.43,YES,104426.82,98033.34,6393.48,12500,169.54,4.84,-238.83,NO,649.16,347.07,0,108.24,359.66,71.93,NO,-41.57
day_rate_14d,T0307,BTC,long,5000,10,500,2025-11-03,2025-11-04,1,106557.98,101468.15,98892.97,-4.78,-7.19,0.43,YES,104426.82,98033.34,6393.48,20000,350.85,5.01,-238.83,NO,1038.66,555.32,35.8,280.69,359.66,71.93,NO,-17.03
single_premium_7d,T0308,BTC,long,5000,20,250,2025-03-05,2025-03-08,3,90603.73,86206.69,84608.27,-4.85,-6.62,0.6,YES,88791.66,83355.43,5436.22,12500,221.5,6.33,-250,YES,577.15,356.63,0,113.98,330.86,100,YES,-112.76
day_rate_14d,T0308,BTC,long,5000,20,250,2025-03-05,2025-03-08,3,90603.73,86206.69,84608.27,-4.85,-6.62,0.6,YES,88791.66,83355.43,5436.22,20000,423.31,6.05,-250,YES,923.45,570.61,129.59,198.37,330.86,100,YES,10.35
single_premium_7d,T0309,BTC,long,500,10,50,2025-04-08,2025-04-09,1,76251.64,82594.75,74553.01,8.32,-2.23,0.51,YES,74726.61,70151.51,4575.1,1250,19.74,5.64,41.59,NO,2.85,0,5.24,36.36,2.85,5.69,NO,1.57
day_rate_14d,T0309,BTC,long,500,10,50,2025-04-08,2025-04-09,1,76251.64,82594.75,74553.01,8.32,-2.23,0.51,YES,74726.61,70151.51,4575.1,2000,39.01,5.57,41.59,NO,4.55,0,3.98,37.61,4.55,9.11,NO,-0.62
single_premium_7d,T0310,BTC,long,5000,5,1000,2026-01-24,2026-01-25,1,89082.17,86561.94,86000.13,-2.83,-3.46,0.31,YES,87300.53,81955.6,5344.93,12500,117.4,3.35,-141.46,NO,182.47,103.64,27.06,-64.88,172.99,17.3,NO,5.11
